Incident Number,Incident Name,Incident Type,Latitude,Longitude,Size,Unit of Measure,Costs,Structures Destroyed,start_date,year,county
CA-TCU-004986,59,WF,38,120,487.0,Acres,15000.0,0,2014-06-04,2014,Tuolumne
CA-FHL-001693,Stony,WF,36,121,4840.0,Acres,180000.0,0,2014-06-19,2014,Monterey
CA-RRU-059343,BOGART,WF,34,117,100.0,Acres,75000.0,0,2014-06-06,2014,San Bernardino
CA-SBC-005573,MIGUELITO,WF,35,120,632.0,Acres,1200000.0,0,2014-05-13,2014,Santa Barbara
CA-CNF-000599,GUN,WF,33,116,270.0,Acres,610000.0,0,2014-03-08,2014,San Diego
CA-MMU-016429,COURTNEY,WF,37,120,320.0,Acres,4400000.0,49,2014-09-14,2014,Madera
CA-MVU-010173,Highway,WF,33,117,441.0,Acres,911841.0,0,2014-05-14,2014,San Diego
CA-MVU-014049,BANNER,WF,33,117,217.0,Acres,1124000.0,3,2014-07-03,2014,San Diego
CA-YNP-000083,El Portal,WF,38,120,4689.0,Acres,10710000.0,2,2014-07-26,2014,Tuolumne
CA-MCP-001363,Basilone Complex,WF,33,117,21240.0,Acres,0.0,0,2014-05-17,2014,San Diego
CA-BEU-001099,ENCINAL,WF,37,121,400.0,Acres,330000.0,0,2014-03-19,2014,Merced
CA-MMU-010067,HAIGH,WF,38,120,130.0,Acres,950000.0,0,2014-06-10,2014,Tuolumne
CA-SQF-001850,SHIRLEY,WF,36,119,2545.0,Acres,12000000.0,4,2014-06-13,2014,Tulare
CA-FHL-001818,Loop,WF,36,121,500.0,Acres,1500000.0,0,2014-06-30,2014,Monterey
CA--BRR-001126,SCHOOL,WF,35,119,238.5,Acres,225000.0,0,2014-04-30,2014,Kern
CA-LNU-008268,ELK,WF,39,123,673.0,Acres,3100000.0,0,2015-09-02,2015,Lake
CA-SRF-001470,NICKOWITZ,WF,41,124,7509.0,Acres,11600000.0,0,2015-08-01,2015,Humboldt
CA-PNF-000303,WARD,WF,40,121,137.0,Acres,452000.0,0,2015-04-14,2015,Plumas
CA-BTU-0013357,LUMPKIN,WF,40,121,1042.0,Acres,4798377.0,0,2015-09-11,2015,Plumas
CA-HUU-006254,HORSE,WF,40,124,146.0,Acres,8700000.0,0,2015-08-18,2015,Humboldt
CA-SHF-002108,SOUTH COMPLEX,WF,41,123,29416.0,Acres,31770000.0,3,2015-08-01,2015,Siskiyou
CA-SHU-008300,DEMOCRAT,WF,41,123,128.0,Acres,1499592.0,0,2015-08-25,2015,Siskiyou
CA-ENF-019723,KYBURZ,WF,39,120,75.0,Acres,1860000.0,0,2015-07-23,2015,Douglas
CA-SRF-001488,Gasquet Complex,WF,42,124,30361.0,Acres,42548342.0,0,2015-08-01,2015,Del Norte
CA-SHU-007337,BARKER,WF,41,123,2124.0,Acres,250000.0,0,2015-07-31,2015,Siskiyou
CA-LNU-006678,WRAGG,WF,39,122,8051.0,Acres,21655500.0,2,2015-07-22,2015,Colusa
CA-SHF-002067,FORK COMPLEX,WF,41,123,36499.0,Acres,51700000.0,12,2015-07-31,2015,Siskiyou
CA-LNU-006984,ROCKY,WF,39,122,69438.0,Acres,46100000.0,96,2015-07-29,2015,Colusa
CA-LNU-008670,VALLEY,WF,39,123,76067.0,Acres,56220000.0,1958,2015-09-12,2015,Lake
CA-AEU-024918,BUTTE,WF,38,121,70868.0,Acres,74720784.0,818,2015-09-09,2015,San Joaquin
CA-HUU-005420,QUEEN,WF,41,124,158.0,Acres,3256960.0,0,2015-07-25,2015,Humboldt
CA-SHF-001371,SADDLE,WF,41,124,1542.0,Acres,9952000.0,0,2015-06-10,2015,Humboldt
CA-LNU-007410,JERUSALEM,WF,39,123,25118.0,Acres,25000000.0,27,2015-08-09,2015,Lake
CA-SRF-001476,Route Complex,WF,41,124,35675.0,Acres,25275680.0,2,2015-07-31,2015,Humboldt
CA-HIA-015181,DEER HORN # 2,WF,41,124,125.0,Acres,400000.0,0,2015-08-01,2015,Humboldt
CA-NEU-017851,LOWELL,WF,39,121,2304.0,Acres,18070860.0,3,2015-07-25,2015,Placer
CA-SRF-001433,MAD RIVER COMPLEX,WF,40,123,37462.0,Acres,33350510.0,4,2015-07-30,2015,Trinity
CA-SCU-005524,TESLA,WF,38,122,2700.0,Acres,1235397.0,1,2015-08-19,2015,Contra Costa
CA-BTU-014554,Meridian,WF,40,122,860.0,Acres,31000.0,0,2015-10-04,2015,Tehama
CA-HUU-005606,Humboldt Complex,WF,40,124,4883.0,Acres,30560608.0,7,2015-07-30,2015,Humboldt
CA-SKU-005078,YORK,WF,42,122,395.0,Acres,66500.0,0,2015-07-05,2015,Siskiyou
CA-MDF-000570,Frog,WF,41,121,4863.0,Acres,4900000.0,0,2015-07-31,2015,Shasta
CA-NOD-003806,DODGE,WF,41,120,10570.0,Acres,5500000.0,0,2015-08-03,2015,Lassen
CA-BTU-010917,SWEDES,WF,39,121,400.0,Acres,1600000.0,16,2015-07-29,2015,Placer
CA-SHF-000359,STEPHENS,WF,41,122,209.0,Acres,300000.0,0,2015-02-25,2015,Shasta
CA-LNU-007900,Peterson,WF,39,123,215.0,Acres,1246322.0,0,2015-08-23,2015,Lake
CA-SHF-002066,RIVER COMPLEX,WF,41,123,77081.0,Acres,32678783.0,0,2015-07-31,2015,Siskiyou
CA-MCP-002459,HORNO,WF,33,117,1846.0,Acres,100000.0,0,2015-08-13,2015,San Diego
CA-VNC-054109,Rustic,WF,34,119,186.0,Acres,400000.0,0,2015-08-14,2015,Ventura
CA-RRU-090069,ANZA,WF,34,117,543.0,Acres,1500000.0,0,2015-08-10,2015,San Bernardino
CA-BEU-004217,TASSAJARA,WF,36,122,1086.0,Acres,7000000.0,20,2015-09-19,2015,Monterey
CA-BDF-007894,LAKE,WF,34,117,31359.0,Acres,30000000.0,4,2015-06-17,2015,San Bernardino
CA-BDU-001662,Round,WF,37,119,6537.0,Acres,2400000.0,43,2015-02-06,2015,Fresno
CA-KRN-023976,Woody Complex,WF,36,119,224.0,Acres,438000.0,0,2015-07-05,2015,Tulare
CA-MCP-001210,MORTAR,WF,33,117,800.0,Acres,2000.0,0,2015-04-28,2015,San Diego
CA-OVD-000107,VAN DYKE,WF,38,119,509.0,Acres,260000.0,0,2015-02-07,2015,Mono
CA-SNF-001058,SKY,WF,37,120,500.0,Acres,5100000.0,0,2015-06-18,2015,Madera
CA-SNF-001746,ROUGH,WF,37,119,151623.0,Acres,120930243.0,4,2015-08-01,2015,Fresno
CA-TCU-007806,BIG CREEK,WF,38,120,204.0,Acres,2294360.0,0,2015-07-29,2015,Tuolumne
CA-VNC-15-0089187,SOLIMAR,WF,34,119,1288.0,Acres,2632436.0,0,2015-12-26,2015,Ventura
